"","country","year","parent_company","empty","hdpe","ldpe","o","pet","pp","ps","pvc","grand_total","num_events","volunteers","country.code","lang1","lang2","lang3","lang4","lang5","lang6","lang7","lang8","lang9","lang10","lang11","total_plastic","gdp"
"2757","Indonesia",2019,"SASA",0,0,0,0,0,0,0,0,0,32,6850,"360","Indonesian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26618,1119099871350.2
"2758","Indonesia",2019,"SAOS ABC",0,0,0,0,0,0,0,0,0,32,6850,"360","Indonesian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26618,1119099871350.2
"2759","Indonesia",2019,"SAMPOERNA",0,0,0,0,0,0,0,0,0,32,6850,"360","Indonesian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26618,1119099871350.2
"2760","Indonesia",2019,"SALT CHEESE KONGGUAN",0,0,0,0,0,0,0,0,0,32,6850,"360","Indonesian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26618,1119099871350.2
"2761","Indonesia",2019,"SAJUAK",0,0,0,0,0,0,0,0,0,32,6850,"360","Indonesian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26618,1119099871350.2
"2762","Indonesia",2019,"Rinso sachet",0,0,0,0,0,0,0,0,0,32,6850,"360","Indonesian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26618,1119099871350.2
"2763","Indonesia",2019,"RJ",0,0,0,0,0,0,0,0,0,32,6850,"360","Indonesian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26618,1119099871350.2
"2764","Indonesia",2019,"RICHEESE NABATI",0,0,0,0,0,0,0,0,0,32,6850,"360","Indonesian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26618,1119099871350.2
"2765","Indonesia",2019,"Mamy Poko",0,0,0,0,0,0,0,0,0,32,6850,"360","Indonesian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26618,1119099871350.2
"2766","Indonesia",2019,"MIE SEDAAP",0,0,0,0,0,0,0,0,0,32,6850,"360","Indonesian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26618,1119099871350.2
"2767","Indonesia",2019,"GAM",0,0,0,0,0,0,0,0,0,32,6850,"360","Indonesian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26618,1119099871350.2
"2768","Indonesia",2019,"KHONG GUAN",0,0,0,0,0,0,0,0,0,32,6850,"360","Indonesian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26618,1119099871350.2
"2769","Indonesia",2019,"KAPAL API",0,0,0,0,0,0,0,0,0,32,6850,"360","Indonesian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26618,1119099871350.2
"2770","Indonesia",2019,"KANTONG INDOMARET",0,0,0,0,0,0,0,0,0,32,6850,"360","Indonesian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26618,1119099871350.2
"2771","Indonesia",2019,"KACANG ATOM PUTRI PANDA",0,0,0,0,0,0,0,0,0,32,6850,"360","Indonesian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26618,1119099871350.2
"2772","Indonesia",2019,"JS",0,0,0,0,0,0,0,0,0,32,6850,"360","Indonesian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26618,1119099871350.2
"2773","Indonesia",2019,"JM",0,0,0,0,0,0,0,0,0,32,6850,"360","Indonesian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26618,1119099871350.2
"2774","Indonesia",2019,"JEJE",0,0,0,0,0,0,0,0,0,32,6850,"360","Indonesian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26618,1119099871350.2
"2775","Indonesia",2019,"INACO",0,0,0,0,0,0,0,0,0,32,6850,"360","Indonesian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26618,1119099871350.2
"2776","Indonesia",2019,"Hard plastic cup",0,0,0,0,0,0,0,0,0,32,6850,"360","Indonesian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26618,1119099871350.2
"2777","Indonesia",2019,"HATARI",0,0,0,0,0,0,0,0,0,32,6850,"360","Indonesian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26618,1119099871350.2
"2778","Indonesia",2019,"Good day",0,0,0,0,0,0,0,0,0,32,6850,"360","Indonesian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26618,1119099871350.2
"2779","Indonesia",2019,"Gery Salut",0,0,0,0,0,0,0,0,0,32,6850,"360","Indonesian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26618,1119099871350.2
"2780","Indonesia",2019,"GORIORIO",0,0,0,0,0,0,0,0,0,32,6850,"360","Indonesian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26618,1119099871350.2
"2781","Indonesia",2019,"GOOD DAY",0,0,0,0,0,0,0,0,0,32,6850,"360","Indonesian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26618,1119099871350.2
"2782","Indonesia",2019,"GERY SALUT",0,0,0,0,0,0,0,0,0,32,6850,"360","Indonesian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26618,1119099871350.2
"2783","Indonesia",2019,"GARAM YODIUM",0,0,0,0,0,0,0,0,0,32,6850,"360","Indonesian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26618,1119099871350.2
"2784","Indonesia",2019,"KFC cup",0,0,0,0,0,0,0,0,0,32,6850,"360","Indonesian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26618,1119099871350.2
"2785","Indonesia",2019,"KISS",0,0,0,0,0,0,0,0,0,32,6850,"360","Indonesian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26618,1119099871350.2
"2786","Indonesia",2019,"MIE GELAS",0,0,0,0,0,0,0,0,0,32,6850,"360","Indonesian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26618,1119099871350.2
"2787","Indonesia",2019,"KOPI OPLET",0,0,0,0,0,0,0,0,0,32,6850,"360","Indonesian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26618,1119099871350.2
"2788","Indonesia",2019,"MENTHOS",0,0,0,0,0,0,0,0,0,32,6850,"360","Indonesian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26618,1119099871350.2
"2789","Indonesia",2019,"MAXTEA",0,0,0,0,0,0,0,0,0,32,6850,"360","Indonesian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26618,1119099871350.2
"2790","Indonesia",2019,"MAX TEA",0,0,0,0,0,0,0,0,0,32,6850,"360","Indonesian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26618,1119099871350.2
"2791","Indonesia",2019,"MASAKO",0,0,0,0,0,0,0,0,0,32,6850,"360","Indonesian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26618,1119099871350.2
"2792","Indonesia",2019,"MALKIST ROMA",0,0,0,0,0,0,0,0,0,32,6850,"360","Indonesian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26618,1119099871350.2
"2793","Indonesia",2019,"MADU TJ",0,0,0,0,0,0,0,0,0,32,6850,"360","Indonesian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26618,1119099871350.2
"2794","Indonesia",2019,"Loe air mineral",0,0,0,0,0,0,0,0,0,32,6850,"360","Indonesian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26618,1119099871350.2
"2795","Indonesia",2019,"Liang Bulan Coffe",0,0,0,0,0,0,0,0,0,32,6850,"360","Indonesian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26618,1119099871350.2
"2796","Indonesia",2019,"LUWAK WHITE COFFEE",0,0,0,0,0,0,0,0,0,32,6850,"360","Indonesian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26618,1119099871350.2
"2797","Indonesia",2019,"LUFFMAN",0,0,0,0,0,0,0,0,0,32,6850,"360","Indonesian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26618,1119099871350.2
"2798","Indonesia",2019,"LEM CASTOL",0,0,0,0,0,0,0,0,0,32,6850,"360","Indonesian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26618,1119099871350.2
"2799","Indonesia",2019,"LA",0,0,0,0,0,0,0,0,0,32,6850,"360","Indonesian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26618,1119099871350.2
"2800","Indonesia",2019,"Kelimutu Brand Lokal",0,0,0,0,0,0,0,0,0,32,6850,"360","Indonesian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26618,1119099871350.2
"2801","Indonesia",2019,"KUACI REBO",0,0,0,0,0,0,0,0,0,32,6850,"360","Indonesian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26618,1119099871350.2
"2802","Indonesia",2019,"KRATINGDAENG",0,0,0,0,0,0,0,0,0,32,6850,"360","Indonesian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26618,1119099871350.2
"2803","Indonesia",2019,"MERIES PANT",0,0,0,0,0,0,0,0,0,32,6850,"360","Indonesian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26618,1119099871350.2
"2804","Ireland",2019,"PepsiCo",0,NA,NA,NA,1,NA,NA,NA,1,1,1,"372","English","Irish",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,407211793800.713
"2805","Ireland",2019,"Grand Total",0,NA,NA,NA,1,NA,NA,NA,1,1,1,"372","English","Irish",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,407211793800.713
"2806","Ireland",2019,"Aldi Dairyfine",0,NA,NA,NA,0,NA,NA,NA,0,1,1,"372","English","Irish",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,407211793800.713
"2807","Ireland",2019,"Alio",0,NA,NA,NA,0,NA,NA,NA,0,1,1,"372","English","Irish",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,407211793800.713
"2808","Ireland",2019,"Beiersdorf Global AG",0,NA,NA,NA,0,NA,NA,NA,0,1,1,"372","English","Irish",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,407211793800.713
"2809","Ireland",2019,"Dunnes simply better",0,NA,NA,NA,0,NA,NA,NA,0,1,1,"372","English","Irish",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,407211793800.713
"2810","Ireland",2019,"GlaxoSmithKline",0,NA,NA,NA,0,NA,NA,NA,0,1,1,"372","English","Irish",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,407211793800.713
"2811","Ireland",2019,"Miracle-Gro",0,NA,NA,NA,0,NA,NA,NA,0,1,1,"372","English","Irish",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,407211793800.713
"2812","Ireland",2019,"Reckitt Benckiser",0,NA,NA,NA,0,NA,NA,NA,0,1,1,"372","English","Irish",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,407211793800.713
"2813","Ireland",2019,"Twinings",0,NA,NA,NA,0,NA,NA,NA,0,1,1,"372","English","Irish",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,407211793800.713
"2814","Ireland",2019,"guilette",0,NA,NA,NA,0,NA,NA,NA,0,1,1,"372","English","Irish",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,407211793800.713
"2815","Ireland",2019,"schwarz",0,NA,NA,NA,0,NA,NA,NA,0,1,1,"372","English","Irish",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,407211793800.713
"2816","Italy",2019,"Grand Total",0,NA,NA,1,86,603,NA,NA,690,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2817","Italy",2019,"Unbranded",0,NA,NA,0,73,600,NA,NA,673,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2818","Italy",2019,"Frasassi",0,NA,NA,0,5,0,NA,NA,5,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2819","Italy",2019,"sorgesana",0,NA,NA,0,4,0,NA,NA,4,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2820","Italy",2019,"Simid Dobrudzha",0,NA,NA,0,0,3,NA,NA,3,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2821","Italy",2019,"San Benedetto",0,NA,NA,0,2,0,NA,NA,2,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2822","Italy",2019,"Relax",0,NA,NA,0,1,0,NA,NA,1,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2823","Italy",2019,"Viva - Siami SPA",0,NA,NA,0,1,0,NA,NA,1,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2824","Italy",2019,"Reynolds American, Inc.",0,NA,NA,1,0,0,NA,NA,1,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2825","Italy",2019,"Sant'Agata",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2826","Italy",2019,"Roccfina",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2827","Italy",2019,"Rugiada",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2828","Italy",2019,"San Carlo",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2829","Italy",2019,"San carlo",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2830","Italy",2019,"Santal",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2831","Italy",2019,"Sant'Anna",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2832","Italy",2019,"Scala",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2833","Italy",2019,"Société Bic",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2834","Italy",2019,"Sole",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2835","Italy",2019,"Sorgesana",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2836","Italy",2019,"Ricola",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2837","Italy",2019,"unknowns",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2838","Italy",2019,"The Coca-Cola Company",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2839","Italy",2019,"Regina",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2840","Italy",2019,"Reckitt Benckiser",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2841","Italy",2019,"Purina gourmet",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2842","Italy",2019,"Presolana",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2843","Italy",2019,"Philip Morris",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2844","Italy",2019,"Perfetti",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2845","Italy",2019,"PepsiCo",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2846","Italy",2019,"Pejo",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2847","Italy",2019,"Pavesini",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2848","Italy",2019,"Parmareggio",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2849","Italy",2019,"P&G",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2850","Italy",2019,"Nutrisystem",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2851","Italy",2019,"Norda",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2852","Italy",2019,"Nokia",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2853","Italy",2019,"Tempo",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2854","Italy",2019,"Uliveto",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2855","Italy",2019,"Tropical",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2856","Italy",2019,"elah dufur",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2857","Italy",2019,"sterilgarda",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2858","Italy",2019,"selex",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2859","Italy",2019,"schwepps",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2860","Italy",2019,"saila",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2861","Italy",2019,"risparmio casa",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2862","Italy",2019,"nestlÃ¨",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2863","Italy",2019,"limonata happy fresh",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2864","Italy",2019,"lilia",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2865","Italy",2019,"henkel",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2866","Italy",2019,"grazia",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2867","Italy",2019,"fonzies",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2868","Italy",2019,"fiorucci",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2869","Italy",2019,"fantastic delite",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2870","Italy",2019,"estathÃ¨",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2871","Italy",2019,"consorziati dias",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2872","Italy",2019,"sveva",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2873","Italy",2019,"chiquita",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2874","Italy",2019,"chipster",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2875","Italy",2019,"boario",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2876","Italy",2019,"blues",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2877","Italy",2019,"beltÃ¨",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2878","Italy",2019,"barnes",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2879","Italy",2019,"auchan",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2880","Italy",2019,"Yoga",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2881","Italy",2019,"Yakult",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2882","Italy",2019,"Vimprom Yambol wine",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2883","Italy",2019,"Vera NestlÃ¨",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2884","Italy",2019,"Vera",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2885","Italy",2019,"vipiteno",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2886","Italy",2019,"Nestlé",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2887","Italy",2019,"Noberasco",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2888","Italy",2019,"22 carats - MKB Ltd.",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2889","Italy",2019,"Acqua Lete",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2890","Italy",2019,"Esselunga",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2891","Italy",2019,"Consorziari dias",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2892","Italy",2019,"Danone",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2893","Italy",2019,"DecÃ²",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2894","Italy",2019,"Deep beer - Lidl",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2895","Italy",2019,"Doria",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2896","Italy",2019,"Energade",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2897","Italy",2019,"EstathÃ¨, San benedetto",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2898","Italy",2019,"Colgate-Palmolive",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2899","Italy",2019,"Eurospin",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2900","Italy",2019,"Eurovast",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2901","Italy",2019,"Fabia",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
"2902","Italy",2019,"Famy",0,NA,NA,0,0,0,NA,NA,0,9,175,"380","Italian","Catalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,2019606796583.53
